state,district,hindi_state,hindi_district,kannada_state,kannada_district,telugu_state,telugu_district,malayalam_state,malayalam_district,tamil_state,tamil_district,marathi_state,marathi_district,gujarati_state,gujarati_district,punjabi_state,punjabi_district,bengali_state,bengali_district,assamese_state,assamese_district,odia_state,odia_district
Arunachal Pradesh,Kamle,अरुणाचल प्रदेश,कमले,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಕಮಲೇ,అరుణాచల ప్రదేశ,కమలే,അരുണാചല പ്രദേശ,കമലേ,அருணாசல ப்ரதேஶ,கமலே,अरुणाचल प्रदेश,कमले,અરુણાચલ પ્રદેશ,કમલે,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਕਮਲੇ,অরুণাচল প্রদেশ,কমলে,অৰুণাচল প্ৰদেশ,কমলে,ଅରୁଣାଚଲ ପ୍ରଦେଶ,କମଲେ
Arunachal Pradesh,Kra Daadi,अरुणाचल प्रदेश,क्रा दादी,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಕ್ರಾ ದಾದೀ,అరుణాచల ప్రదేశ,క్రా దాదీ,അരുണാചല പ്രദേശ,ക്രാ ദാദീ,அருணாசல ப்ரதேஶ,க்ரா தாதீ,अरुणाचल प्रदेश,क्रा दादी,અરુણાચલ પ્રદેશ,ક્રા દાદી,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਕ੍ਰਾ ਦਾਦੀ,অরুণাচল প্রদেশ,ক্রা দাদী,অৰুণাচল প্ৰদেশ,ক্ৰা দাদী,ଅରୁଣାଚଲ ପ୍ରଦେଶ,କ୍ରା ଦାଦୀ
Arunachal Pradesh,Kurung Kumey,अरुणाचल प्रदेश,कुरुंग कुमे,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಕುರುಂಗ ಕುಮೇ,అరుణాచల ప్రదేశ,కురుంగ కుమే,അരുണാചല പ്രദേശ,കുരുംഗ കുമേ,அருணாசல ப்ரதேஶ,குருங்க குமே,अरुणाचल प्रदेश,कुरुंग कुमे,અરુણાચલ પ્રદેશ,કુરુંગ કુમે,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਕੁਰੁਂਗ ਕੁਮੇ,অরুণাচল প্রদেশ,কুরুংগ কুমে,অৰুণাচল প্ৰদেশ,কুৰুংগ কুমে,ଅରୁଣାଚଲ ପ୍ରଦେଶ,କୁରୁଂଗ କୁମେ
Arunachal Pradesh,Leparada,अरुणाचल प्रदेश,लेपाराडा,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಲೇಪಾರಾಡಾ,అరుణాచల ప్రదేశ,లేపారాడా,അരുണാചല പ്രദേശ,ലേപാരാഡാ,அருணாசல ப்ரதேஶ,லேபாராடா,अरुणाचल प्रदेश,लेपाराडा,અરુણાચલ પ્રદેશ,લેપારાડા,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਲੇਪਾਰਾਡਾ,অরুণাচল প্রদেশ,লেপারাডা,অৰুণাচল প্ৰদেশ,লেপাৰাডা,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ଲେପାରାଡା
Arunachal Pradesh,Lohit,अरुणाचल प्रदेश,लोहित,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಲೋಹಿತ,అరుణాచల ప్రదేశ,లోహిత,അരുണാചല പ്രദേശ,ലോഹിത,அருணாசல ப்ரதேஶ,லோஹித,अरुणाचल प्रदेश,लोहित,અરુણાચલ પ્રદેશ,લોહિત,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਲੋਹਿਤ,অরুণাচল প্রদেশ,লোহিত,অৰুণাচল প্ৰদেশ,লোহিত,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ଲୋହିତ
Arunachal Pradesh,Longding,अरुणाचल प्रदेश,लोंगडिंग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಲೋಂಗಡಿಂಗ,అరుణాచల ప్రదేశ,లోంగడింగ,അരുണാചല പ്രദേശ,ലോംഗഡിംഗ,அருணாசல ப்ரதேஶ,லோங்கடிங்க,अरुणाचल प्रदेश,लोंगडिंग,અરુણાચલ પ્રદેશ,લોંગડિંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਲੋਂਗਡਿਂਗ,অরুণাচল প্রদেশ,লোংগডিংগ,অৰুণাচল প্ৰদেশ,লোংগডিংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ଲୋଂଗଡିଂଗ
Arunachal Pradesh,Lower Dibang Valley,अरुणाचल प्रदेश,निचली दिबांग घाटी,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ನಿಚಲೀ ದಿಬಾಂಗ ಘಾಟೀ,అరుణాచల ప్రదేశ,నిచలీ దిబాంగ ఘాటీ,അരുണാചല പ്രദേശ,നിചലീ ദിബാംഗ ഘാടീ,அருணாசல ப்ரதேஶ,நிசலீ திபாங்க காடீ,अरुणाचल प्रदेश,निचली दिबांग घाटी,અરુણાચલ પ્રદેશ,નિચલી દિબાંગ ઘાટી,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਨਿਚਲੀ ਦਿਬਾਂਗ ਘਾਟੀ,অরুণাচল প্রদেশ,নিচলী দিবাংগ ঘাটী,অৰুণাচল প্ৰদেশ,নিচলী দিবাংগ ঘাটী,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ନିଚଲୀ ଦିବାଂଗ ଘାଟୀ
Arunachal Pradesh,Lower Siang,अरुणाचल प्रदेश,निचला सियांग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ನಿಚಲಾ ಸಿಯಾಂಗ,అరుణాచల ప్రదేశ,నిచలా సియాంగ,അരുണാചല പ്രദേശ,നിചലാ സിയാംഗ,அருணாசல ப்ரதேஶ,நிசலா ஸியாங்க,अरुणाचल प्रदेश,निचला सियांग,અરુણાચલ પ્રદેશ,નિચલા સિયાંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਨਿਚਲਾ ਸਿਯਾਂਗ,অরুণাচল প্রদেশ,নিচলা সিযাংগ,অৰুণাচল প্ৰদেশ,নিচলা সিযাংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ନିଚଲା ସିଯାଂଗ
Arunachal Pradesh,Lower Subansiri,अरुणाचल प्रदेश,निचला सुबनसिरी,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ನಿಚಲಾ ಸುಬನಸಿರೀ,అరుణాచల ప్రదేశ,నిచలా సుబనసిరీ,അരുണാചല പ്രദേശ,നിചലാ സുബനസിരീ,அருணாசல ப்ரதேஶ,நிசலா ஸுபநஸிரீ,अरुणाचल प्रदेश,निचला सुबनसिरी,અરુણાચલ પ્રદેશ,નિચલા સુબનસિરી,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਨਿਚਲਾ ਸੁਬਨਸਿਰੀ,অরুণাচল প্রদেশ,নিচলা সুবনসিরী,অৰুণাচল প্ৰদেশ,নিচলা সুবনসিৰী,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ନିଚଲା ସୁବନସିରୀ
Arunachal Pradesh,Namsai,अरुणाचल प्रदेश,नामसाई,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ನಾಮಸಾಈ,అరుణాచల ప్రదేశ,నామసాఈ,അരുണാചല പ്രദേശ,നാമസാഈ,அருணாசல ப்ரதேஶ,நாமஸாஈ,अरुणाचल प्रदेश,नामसाई,અરુણાચલ પ્રદેશ,નામસાઈ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਨਾਮਸਾਈ,অরুণাচল প্রদেশ,নামসাঈ,অৰুণাচল প্ৰদেশ,নামসাঈ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ନାମସାଈ
Arunachal Pradesh,Pakke Kessang,अरुणाचल प्रदेश,पक्के केसांग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಪಕ್ಕೇ ಕೇಸಾಂಗ,అరుణాచల ప్రదేశ,పక్కే కేసాంగ,അരുണാചല പ്രദേശ,പക്കേ കേസാംഗ,அருணாசல ப்ரதேஶ,பக்கே கேஸாங்க,अरुणाचल प्रदेश,पक्के केसांग,અરુણાચલ પ્રદેશ,પક્કે કેસાંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਪਕ੍ਕੇ ਕੇਸਾਂਗ,অরুণাচল প্রদেশ,পক্কে কেসাংগ,অৰুণাচল প্ৰদেশ,পক্কে কেসাংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ପକ୍କେ କେସାଂଗ
Arunachal Pradesh,Papum Pare,अरुणाचल प्रदेश,पापुम पारे,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಪಾಪುಮ ಪಾರೇ,అరుణాచల ప్రదేశ,పాపుమ పారే,അരുണാചല പ്രദേശ,പാപുമ പാരേ,அருணாசல ப்ரதேஶ,பாபும பாரே,अरुणाचल प्रदेश,पापुम पारे,અરુણાચલ પ્રદેશ,પાપુમ પારે,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਪਾਪੁਮ ਪਾਰੇ,অরুণাচল প্রদেশ,পাপুম পারে,অৰুণাচল প্ৰদেশ,পাপুম পাৰে,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ପାପୁମ ପାରେ
Arunachal Pradesh,Shi Yomi,अरुणाचल प्रदेश,शि योमी,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಶಿ ಯೋಮೀ,అరుణాచల ప్రదేశ,శి యోమీ,അരുണാചല പ്രദേശ,ശി യോമീ,அருணாசல ப்ரதேஶ,ஶி யோமீ,अरुणाचल प्रदेश,शि योमी,અરુણાચલ પ્રદેશ,શિ યોમી,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਸ਼ਿ ਯੋਮੀ,অরুণাচল প্রদেশ,শি যোমী,অৰুণাচল প্ৰদেশ,শি যোমী,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ଶି ଯୋମୀ
Arunachal Pradesh,Siang,अरुणाचल प्रदेश,सियांग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಸಿಯಾಂಗ,అరుణాచల ప్రదేశ,సియాంగ,അരുണാചല പ്രദേശ,സിയാംഗ,அருணாசல ப்ரதேஶ,ஸியாங்க,अरुणाचल प्रदेश,सियांग,અરુણાચલ પ્રદેશ,સિયાંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਸਿਯਾਂਗ,অরুণাচল প্রদেশ,সিযাংগ,অৰুণাচল প্ৰদেশ,সিযাংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ସିଯାଂଗ
Arunachal Pradesh,Tawang,अरुणाचल प्रदेश,तवांग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ತವಾಂಗ,అరుణాచల ప్రదేశ,తవాంగ,അരുണാചല പ്രദേശ,തവാംഗ,அருணாசல ப்ரதேஶ,தவாங்க,अरुणाचल प्रदेश,तवांग,અરુણાચલ પ્રદેશ,તવાંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਤਵਾਂਗ,অরুণাচল প্রদেশ,তবাংগ,অৰুণাচল প্ৰদেশ,তৱাংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ତଵାଂଗ
Arunachal Pradesh,Tirap,अरुणाचल प्रदेश,तिरप,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ತಿರಪ,అరుణాచల ప్రదేశ,తిరప,അരുണാചല പ്രദേശ,തിരപ,அருணாசல ப்ரதேஶ,திரப,अरुणाचल प्रदेश,तिरप,અરુણાચલ પ્રદેશ,તિરપ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਤਿਰਪ,অরুণাচল প্রদেশ,তিরপ,অৰুণাচল প্ৰদেশ,তিৰপ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ତିରପ
Arunachal Pradesh,Upper Siang,अरुणाचल प्रदेश,ऊपरी सियांग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಊಪರೀ ಸಿಯಾಂಗ,అరుణాచల ప్రదేశ,ఊపరీ సియాంగ,അരുണാചല പ്രദേശ,ഊപരീ സിയാംഗ,அருணாசல ப்ரதேஶ,ஊபரீ ஸியாங்க,अरुणाचल प्रदेश,ऊपरी सियांग,અરુણાચલ પ્રદેશ,ઊપરી સિયાંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਊਪਰੀ ਸਿਯਾਂਗ,অরুণাচল প্রদেশ,ঊপরী সিযাংগ,অৰুণাচল প্ৰদেশ,ঊপৰী সিযাংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ଊପରୀ ସିଯାଂଗ
Arunachal Pradesh,Upper Subansiri,अरुणाचल प्रदेश,ऊपरी सुबनसिरी,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಊಪರೀ ಸುಬನಸಿರೀ,అరుణాచల ప్రదేశ,ఊపరీ సుబనసిరీ,അരുണാചല പ്രദേശ,ഊപരീ സുബനസിരീ,அருணாசல ப்ரதேஶ,ஊபரீ ஸுபநஸிரீ,अरुणाचल प्रदेश,ऊपरी सुबनसिरी,અરુણાચલ પ્રદેશ,ઊપરી સુબનસિરી,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਊਪਰੀ ਸੁਬਨਸਿਰੀ,অরুণাচল প্রদেশ,ঊপরী সুবনসিরী,অৰুণাচল প্ৰদেশ,ঊপৰী সুবনসিৰী,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ଊପରୀ ସୁବନସିରୀ
Arunachal Pradesh,West Kameng,अरुणाचल प्रदेश,पश्चिमी कामेंग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಪಶ್ಚಿಮೀ ಕಾಮೇಂಗ,అరుణాచల ప్రదేశ,పశ్చిమీ కామేంగ,അരുണാചല പ്രദേശ,പശ്ചിമീ കാമേംഗ,அருணாசல ப்ரதேஶ,பஶ்சிமீ காமேங்க,अरुणाचल प्रदेश,पश्चिमी कामेंग,અરુણાચલ પ્રદેશ,પશ્ચિમી કામેંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਪਸ਼੍ਚਿਮੀ ਕਾਮੇਂਗ,অরুণাচল প্রদেশ,পশ্চিমী কামেংগ,অৰুণাচল প্ৰদেশ,পশ্চিমী কামেংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ପଶ୍ଚିମୀ କାମେଂଗ
Arunachal Pradesh,West Siang,अरुणाचल प्रदेश,पश्चिमी सियांग,ಅರುಣಾಚಲ ಪ್ರದೇಶ,ಪಶ್ಚಿಮೀ ಸಿಯಾಂಗ,అరుణాచల ప్రదేశ,పశ్చిమీ సియాంగ,അരുണാചല പ്രദേശ,പശ്ചിമീ സിയാംഗ,அருணாசல ப்ரதேஶ,பஶ்சிமீ ஸியாங்க,अरुणाचल प्रदेश,पश्चिमी सियांग,અરુણાચલ પ્રદેશ,પશ્ચિમી સિયાંગ,ਅਰੁਣਾਚਲ ਪ੍ਰਦੇਸ਼,ਪਸ਼੍ਚਿਮੀ ਸਿਯਾਂਗ,অরুণাচল প্রদেশ,পশ্চিমী সিযাংগ,অৰুণাচল প্ৰদেশ,পশ্চিমী সিযাংগ,ଅରୁଣାଚଲ ପ୍ରଦେଶ,ପଶ୍ଚିମୀ ସିଯାଂଗ
Assam,Bajali,असम,बजाली,ಅಸಮ,ಬಜಾಲೀ,అసమ,బజాలీ,അസമ,ബജാലീ,அஸம,பஜாலீ,असम,बजाली,અસમ,બજાલી,ਅਸਮ,ਬਜਾਲੀ,অসম,বজালী,অসম,বজালী,ଅସମ,ବଜାଲୀ
Assam,Baksa,असम,बक्सा,ಅಸಮ,ಬಕ್ಸಾ,అసమ,బక్సా,അസമ,ബക്സാ,அஸம,பக்ஸா,असम,बक्सा,અસમ,બક્સા,ਅਸਮ,ਬਕ੍ਸਾ,অসম,বক্সা,অসম,বক্সা,ଅସମ,ବକ୍ସା
Assam,Barpeta,असम,बारपेटा,ಅಸಮ,ಬಾರಪೇಟಾ,అసమ,బారపేటా,അസമ,ബാരപേടാ,அஸம,பாரபேடா,असम,बारपेटा,અસમ,બારપેટા,ਅਸਮ,ਬਾਰਪੇਟਾ,অসম,বারপেটা,অসম,বাৰপেটা,ଅସମ,ବାରପେଟା
Assam,Biswanath,असम,बिश्वनाथ,ಅಸಮ,ಬಿಶ್ವನಾಥ,అసమ,బిశ్వనాథ,അസമ,ബിശ്വനാഥ,அஸம,பிஶ்வநாத,असम,बिश्वनाथ,અસમ,બિશ્વનાથ,ਅਸਮ,ਬਿਸ਼੍ਵਨਾਥ,অসম,বিশ্বনাথ,অসম,বিশ্ৱনাথ,ଅସମ,ବିଶ୍ଵନାଥ
Assam,Bongaigaon,असम,बोंगाईगांव,ಅಸಮ,ಬೋಂಗಾಈಗಾಂವ,అసమ,బోంగాఈగాంవ,അസമ,ബോംഗാഈഗാംവ,அஸம,போங்காஈகாந்வ,असम,बोंगाईगांव,અસમ,બોંગાઈગાંવ,ਅਸਮ,ਬੋਂਗਾਈਗਾਂਵ,অসম,বোংগাঈগাংব,অসম,বোংগাঈগাংৱ,ଅସମ,ବୋଂଗାଈଗାଂଵ
Assam,Cachar,असम,कछार,ಅಸಮ,ಕಛಾರ,అసమ,కఛార,അസമ,കഛാര,அஸம,கசார,असम,कछार,અસમ,કછાર,ਅਸਮ,ਕਛਾਰ,অসম,কছার,অসম,কছাৰ,ଅସମ,କଛାର
